UsualHoursWorked,EducationYrs, YearlyEarnings ,Race,Sex,,,"Note: data is a sample of 6050 full-time workers in five North-Central States, March 1999"
40,16,28500,AsianPI,Female,,,
40,16,28650,White,Male,,,
45,16,28674,White,Female,,,
38,16,28900,White,Female,,,
65,16,28990,White,Male,,,
50,16,29000,White,Female,,,
59,16,29000,White,Female,,,
45,16,29000,White,Female,,,
40,16,29000,White,Female,,,
40,16,29000,White,Female,,,
40,16,29000,White,Female,,,
42,16,29000,White,Female,,,
48,16,29000,White,Male,,,
40,16,29000,White,Male,,,
45,16,29000,White,Female,,,
57,16,29100,White,Male,,,
40,16,29200,White,Male,,,
45,16,29213,White,Male,,,
50,16,29580,White,Female,,,
40,16,30000,White,Female,,,
40,16,30000,White,Male,,,
40,16,30000,White,Female,,,
60,16,30000,White,Male,,,
40,16,30000,AsianPI,Male,,,
40,16,30000,AsianPI,Female,,,
40,16,30000,White,Female,,,
40,16,30000,White,Male,,,
40,16,30000,White,Male,,,
40,16,30000,White,Female,,,
40,16,30000,White,Male,,,
40,16,30000,White,Female,,,
60,16,30000,White,Male,,,
40,16,30000,White,Male,,,
90,16,30000,White,Female,,,
45,16,30000,Black,Female,,,
60,16,30000,White,Male,,,
40,16,30000,White,Female,,,
40,16,30000,White,Female,,,
55,16,30000,White,Male,,,
50,16,30000,White,Female,,,
55,16,30000,White,Male,,,
50,16,30000,White,Male,,,
50,16,30000,Black,Female,,,
40,16,30000,White,Female,,,
45,16,30000,White,Male,,,
40,16,30000,White,Male,,,
45,16,30000,White,Male,,,
65,16,30000,White,Male,,,
40,16,30000,White,Female,,,
40,16,30000,White,Female,,,
40,16,30000,White,Female,,,
40,16,30000,White,Female,,,
80,16,30000,Black,Male,,,
40,16,30000,AsianPI,Female,,,
40,16,30000,White,Male,,,
42,16,30000,White,Female,,,
40,16,30000,White,Male,,,
40,16,30000,White,Male,,,
40,16,30000,Black,Female,,,
50,16,30000,White,Male,,,
40,16,30000,White,Male,,,
40,16,30000,White,Male,,,
46,16,30000,White,Male,,,
40,16,30000,White,Female,,,
40,16,30000,White,Female,,,
40,16,30000,White,Female,,,
40,16,30000,White,Male,,,
40,16,30000,White,Female,,,
40,16,30000,White,Female,,,
60,16,30000,Black,Female,,,
40,16,30000,White,Male,,,
50,16,30000,White,Female,,,
0,16,30500,White,Female,,,
0,16,30870,White,Male,,,
40,16,31000,White,Female,,,
40,16,31000,White,Female,,,
65,16,31000,White,Male,,,
40,16,31000,White,Female,,,
40,16,31000,White,Male,,,
70,16,31000,White,Male,,,
50,16,31200,White,Female,,,
40,16,31200,AsianPI,Male,,,
40,16,31200,AsianPI,Female,,,
60,16,31500,White,Female,,,
60,16,31579,White,Male,,,
40,16,31600,White,Female,,,
40,16,32000,White,Female,,,
40,16,32000,White,Female,,,
40,16,32000,White,Female,,,
40,16,32000,White,Female,,,
0,16,32000,White,Male,,,
40,16,32000,White,Female,,,
58,16,32000,White,Male,,,
60,16,32000,White,Female,,,
37,16,32000,Black,Female,,,
40,16,32000,White,Female,,,
40,16,32000,Black,Female,,,
50,16,32000,White,Female,,,
40,16,32000,White,Female,,,
40,16,32000,White,Male,,,
40,16,32000,White,Female,,,
40,16,32000,White,Female,,,
40,16,32000,White,Female,,,
36,16,32000,White,Female,,,
40,16,32000,White,Female,,,
45,16,32000,White,Female,,,
40,16,32000,White,Female,,,
40,16,32000,White,Female,,,
40,16,32305,White,Male,,,
45,16,32444,White,Male,,,
45,16,32500,White,Female,,,
38,16,32545,White,Male,,,
58,16,32547,White,Male,,,
48,16,32600,White,Male,,,
40,16,33000,White,Female,,,
50,16,33000,White,Female,,,
40,16,33000,Black,Female,,,
45,16,33000,White,Male,,,
48,16,33000,White,Female,,,
52,16,33000,White,Female,,,
50,16,33000,Black,Female,,,
60,16,33000,White,Male,,,
60,16,33000,White,Female,,,
40,16,33000,White,Female,,,
45,16,33000,White,Male,,,
45,16,33125,White,Female,,,
40,16,33200,IndEsk,Female,,,
0,16,33464,White,Male,,,
40,16,33500,White,Female,,,
44,16,34000,White,Male,,,
40,16,34000,White,Male,,,
40,16,34000,White,Male,,,
40,16,34000,White,Male,,,
40,16,34000,White,Female,,,
38,16,34000,White,Female,,,
40,16,34000,White,Male,,,
0,16,34000,White,Male,,,
68,16,34000,Black,Male,,,
40,16,34000,White,Female,,,
40,16,34000,White,Male,,,
40,16,34000,Black,Female,,,
40,16,34000,White,Female,,,
40,16,34000,White,Male,,,
40,16,34500,White,Male,,,
45,16,35000,White,Male,,,
60,16,35000,White,Female,,,
40,16,35000,Black,Female,,,
60,16,35000,White,Female,,,
40,16,35000,White,Female,,,
55,16,35000,White,Female,,,
40,16,35000,White,Male,,,
45,16,35000,White,Male,,,
60,16,35000,White,Male,,,
50,16,35000,White,Male,,,
45,16,35000,White,Male,,,
40,16,35000,Black,Female,,,
40,16,35000,White,Female,,,
50,16,35000,White,Male,,,
40,16,35000,White,Male,,,
38,16,35000,White,Female,,,
38,16,35000,White,Male,,,
50,16,35000,White,Male,,,
45,16,35000,White,Female,,,
40,16,35000,White,Female,,,
0,16,35000,White,Female,,,
43,16,35000,White,Male,,,
40,16,35000,White,Male,,,
50,16,35000,Black,Male,,,
40,16,35000,White,Female,,,
0,16,35000,White,Female,,,
80,16,35000,White,Male,,,
45,16,35000,White,Male,,,
45,16,35000,White,Male,,,
50,16,35000,White,Female,,,
42,16,35000,White,Female,,,
40,16,35000,White,Female,,,
60,16,35000,White,Male,,,
40,16,35300,White,Male,,,
46,16,35583,White,Female,,,
40,16,35600,White,Male,,,
50,16,35932,White,Male,,,
40,16,35999,White,Female,,,
40,16,36000,White,Female,,,
40,16,36000,AsianPI,Male,,,
45,16,36000,White,Female,,,
38,16,36000,White,Female,,,
40,16,36000,White,Female,,,
40,16,36000,White,Female,,,
45,16,36000,White,Female,,,
80,16,36000,White,Male,,,
40,16,36000,White,Male,,,
40,16,36000,White,Female,,,
50,16,36000,White,Male,,,
40,16,36000,White,Male,,,
45,16,36000,White,Female,,,
40,16,36000,White,Female,,,
45,16,36000,White,Male,,,
40,16,36400,White,Male,,,
60,16,36400,White,Male,,,
70,16,36500,White,Male,,,
38,16,36525,White,Male,,,
40,16,36800,White,Female,,,
40,16,37000,White,Male,,,
40,16,37000,White,Male,,,
50,16,37000,White,Female,,,
40,16,37000,White,Female,,,
40,16,37000,White,Female,,,
40,16,37000,White,Female,,,
50,16,37000,White,Male,,,
40,16,37000,White,Male,,,
40,16,37000,White,Male,,,
40,16,37000,White,Female,,,
50,16,37000,White,Female,,,
38,16,37000,White,Female,,,
40,16,37000,White,Male,,,
40,16,37200,White,Male,,,
50,16,37223,White,Male,,,
60,16,37500,White,Female,,,
55,16,37500,White,Female,,,
40,16,38000,White,Female,,,
42,16,38000,White,Female,,,
40,16,38000,Black,Female,,,
40,16,38000,White,Female,,,
40,16,38000,White,Male,,,
64,16,38000,White,Male,,,
65,16,38000,Black,Female,,,
40,16,38000,White,Male,,,
50,16,38000,White,Female,,,
40,16,38000,White,Male,,,
0,16,38000,Black,Female,,,
0,16,38000,White,Male,,,
35,16,38000,Black,Female,,,
45,16,38000,White,Male,,,
40,16,38041,White,Male,,,
45,16,38402,White,Male,,,
40,16,38500,White,Female,,,
43,16,38560,White,Male,,,
40,16,38587,White,Female,,,
50,16,39000,White,Male,,,
40,16,39000,White,Male,,,
40,16,39000,White,Female,,,
50,16,39000,White,Female,,,
40,16,39000,IndEsk,Male,,,
58,16,39000,White,Female,,,
60,16,39000,White,Male,,,
35,16,39500,White,Female,,,
40,16,40000,White,Male,,,
40,16,40000,White,Male,,,
40,16,40000,White,Male,,,
40,16,40000,White,Male,,,
40,16,40000,White,Male,,,
40,16,40000,Black,Female,,,
40,16,40000,White,Female,,,
43,16,40000,White,Female,,,
40,16,40000,White,Female,,,
55,16,40000,White,Male,,,
60,16,40000,White,Male,,,
0,16,40000,White,Male,,,
50,16,40000,White,Male,,,
40,16,40000,AsianPI,Female,,,
40,16,40000,White,Male,,,
40,16,40000,White,Female,,,
40,16,40000,Black,Male,,,
40,16,40000,White,Female,,,
50,16,40000,White,Male,,,
40,16,40000,White,Female,,,
40,16,40000,Black,Male,,,
40,16,40000,AsianPI,Male,,,
37,16,40000,White,Female,,,
40,16,40000,White,Male,,,
40,16,40000,White,Female,,,
40,16,40000,White,Female,,,
40,16,40000,White,Female,,,
40,16,40000,White,Female,,,
40,16,40000,White,Male,,,
40,16,40000,White,Female,,,
35,16,40000,White,Female,,,
40,16,40000,White,Male,,,
0,16,40000,White,Male,,,
40,16,40000,White,Female,,,
40,16,40000,White,Female,,,
40,16,40000,Black,Female,,,
40,16,40000,White,Female,,,
40,16,40000,White,Female,,,
55,16,40000,White,Male,,,
40,16,40000,White,Male,,,
0,16,40000,White,Male,,,
60,16,40000,White,Female,,,
40,16,40773,White,Male,,,
40,16,40800,White,Male,,,
60,16,41000,White,Male,,,
50,16,41000,White,Male,,,
40,16,41000,White,Male,,,
0,16,41000,White,Female,,,
40,16,41000,White,Male,,,
40,16,41000,White,Female,,,
44,16,41000,White,Female,,,
40,16,41111,White,Male,,,
40,16,41392,White,Male,,,
36,16,41500,White,Female,,,
40,16,41500,White,Female,,,
40,16,41912,White,Female,,,
40,16,42000,White,Male,,,
40,16,42000,White,Female,,,
40,16,42000,White,Female,,,
57,16,42000,White,Male,,,
40,16,42000,White,Male,,,
45,16,42000,White,Male,,,
40,16,42000,White,Female,,,
40,16,42000,Black,Female,,,
50,16,42000,White,Male,,,
60,16,42000,White,Female,,,
60,16,42000,White,Male,,,
50,16,42000,White,Male,,,
40,16,42000,White,Female,,,
50,16,42000,White,Female,,,
45,16,42000,White,Male,,,
40,16,42344,White,Female,,,
50,16,42400,White,Female,,,
40,16,42500,White,Male,,,
40,16,42500,White,Male,,,
40,16,43000,White,Female,,,
65,16,43000,White,Male,,,
40,16,43000,White,Female,,,
40,16,43000,White,Male,,,
50,16,43000,White,Female,,,
38,16,43000,Black,Female,,,
40,16,43000,White,Female,,,
40,16,43000,White,Female,,,
40,16,43000,White,Female,,,
40,16,43000,White,Male,,,
40,16,44000,Black,Male,,,
0,16,44000,Black,Male,,,
35,16,44000,White,Female,,,
55,16,44000,White,Male,,,
50,16,44000,White,Female,,,
44,16,44000,White,Female,,,
0,16,44000,White,Male,,,
55,16,44000,White,Female,,,
40,16,44307,White,Male,,,
40,16,44651,White,Female,,,
55,16,44850,Black,Male,,,
60,16,44850,White,Male,,,
40,16,44880,White,Male,,,
55,16,45000,White,Male,,,
40,16,45000,White,Male,,,
0,16,45000,White,Male,,,
45,16,45000,White,Female,,,
40,16,45000,White,Male,,,
50,16,45000,White,Female,,,
40,16,45000,AsianPI,Male,,,
45,16,45000,White,Male,,,
52,16,45000,White,Male,,,
36,16,45000,White,Female,,,
50,16,45000,White,Female,,,
44,16,45000,White,Male,,,
48,16,45000,White,Male,,,
40,16,45000,Black,Female,,,
50,16,45000,White,Male,,,
40,16,45000,Black,Female,,,
40,16,45000,Black,Male,,,
43,16,45000,White,Female,,,
45,16,45000,White,Male,,,
45,16,45000,White,Female,,,
40,16,45000,White,Male,,,
50,16,45900,White,Male,,,
40,16,46000,White,Male,,,
60,16,46000,White,Male,,,
50,16,46000,White,Male,,,
40,16,46000,White,Female,,,
85,16,46000,White,Male,,,
40,16,46000,White,Female,,,
40,16,46000,White,Female,,,
47,16,46200,White,Male,,,
40,16,46500,White,Male,,,
40,16,46747,White,Male,,,
40,16,46800,White,Male,,,
50,16,47000,White,Female,,,
60,16,47000,White,Male,,,
48,16,47000,White,Male,,,
50,16,47000,White,Male,,,
40,16,47000,White,Female,,,
36,16,47000,White,Female,,,
47,16,47239,White,Male,,,
40,16,47440,White,Female,,,
45,16,47490,White,Male,,,
45,16,47500,White,Male,,,
50,16,47500,Black,Male,,,
45,16,47668,White,Female,,,
50,16,48000,White,Male,,,
60,16,48000,White,Female,,,
48,16,48000,White,Male,,,
50,16,48000,White,Male,,,
40,16,48000,White,Female,,,
50,16,48000,White,Male,,,
40,16,48000,White,Male,,,
40,16,48000,Black,Male,,,
48,16,48000,White,Male,,,
65,16,48000,White,Male,,,
75,16,48000,White,Male,,,
45,16,48000,White,Male,,,
41,16,48000,Black,Male,,,
50,16,48000,White,Male,,,
65,16,48000,White,Male,,,
44,16,48000,White,Female,,,
40,16,48000,White,Male,,,
40,16,48000,White,Male,,,
0,16,48000,White,Male,,,
40,16,48200,White,Male,,,
40,16,48320,White,Female,,,
40,16,48500,White,Male,,,
40,16,49000,White,Male,,,
35,16,49000,White,Female,,,
40,16,49000,White,Male,,,
48,16,49470,White,Male,,,
40,16,49500,White,Female,,,
45,16,49900,White,Male,,,
37,16,49915,White,Female,,,
40,16,50000,White,Male,,,
40,16,50000,White,Female,,,
40,16,50000,White,Male,,,
40,16,50000,White,Male,,,
45,16,50000,White,Male,,,
40,16,50000,AsianPI,Male,,,
40,16,50000,White,Female,,,
59,16,50000,White,Male,,,
60,16,50000,White,Male,,,
40,16,50000,White,Male,,,
38,16,50000,White,Male,,,
55,16,50000,White,Male,,,
60,16,50000,White,Male,,,
45,16,50000,White,Male,,,
40,16,50000,Black,Male,,,
40,16,50000,Black,Male,,,
40,16,50000,White,Female,,,
50,16,50000,White,Female,,,
45,16,50000,White,Male,,,
40,16,50000,White,Male,,,
40,16,50000,White,Female,,,
40,16,50000,White,Female,,,
60,16,50000,Black,Male,,,
60,16,50000,Black,Male,,,
40,16,50000,White,Male,,,
40,16,50000,White,Male,,,
36,16,50000,White,Female,,,
45,16,50000,White,Male,,,
40,16,50000,White,Male,,,
41,16,50000,White,Female,,,
50,16,50000,White,Male,,,
50,16,50000,Black,Female,,,
50,16,50000,White,Male,,,
45,16,50000,White,Male,,,
40,16,50000,White,Male,,,
45,16,50450,White,Female,,,
58,16,51000,White,Male,,,
50,16,51000,White,Female,,,
45,16,51000,White,Male,,,
40,16,51000,White,Male,,,
48,16,51108,White,Male,,,
40,16,51130,White,Female,,,
40,16,51458,White,Male,,,
40,16,51600,White,Male,,,
55,16,52000,White,Male,,,
40,16,52000,White,Male,,,
45,16,52000,White,Male,,,
50,16,52000,White,Male,,,
75,16,52000,White,Male,,,
40,16,52000,White,Male,,,
40,16,52000,AsianPI,Male,,,
40,16,52000,White,Male,,,
40,16,52000,White,Male,,,
50,16,52000,White,Male,,,
42,16,52000,White,Female,,,
0,16,52000,Black,Female,,,
42,16,52000,White,Male,,,
50,16,52000,White,Male,,,
40,16,52000,White,Female,,,
40,16,52450,White,Female,,,
50,16,52500,Black,Female,,,
40,16,52800,White,Male,,,
65,16,53000,White,Male,,,
40,16,53000,White,Male,,,
50,16,53000,White,Female,,,
55,16,53000,White,Male,,,
40,16,53000,White,Male,,,
60,16,53000,White,Female,,,
40,16,53000,White,Male,,,
50,16,53000,White,Male,,,
50,16,53230,White,Male,,,
40,16,53230,White,Male,,,
40,16,53500,White,Female,,,
0,16,53613,Black,Female,,,
50,16,54000,White,Male,,,
50,16,54000,White,Male,,,
40,16,54000,White,Female,,,
42,16,54000,White,Female,,,
40,16,55000,White,Male,,,
40,16,55000,White,Female,,,
40,16,55000,White,Male,,,
0,16,55000,Black,Female,,,
50,16,55000,White,Female,,,
0,16,55000,White,Female,,,
45,16,55000,White,Male,,,
40,16,55000,White,Female,,,
40,16,55000,White,Male,,,
0,16,55000,White,Male,,,
0,16,55000,White,Female,,,
44,16,55000,White,Male,,,
40,16,55000,White,Female,,,
50,16,55000,White,Female,,,
40,16,55000,White,Male,,,
40,16,55000,White,Female,,,
50,16,55000,White,Male,,,
40,16,55000,White,Female,,,
45,16,55000,White,Male,,,
50,16,55000,White,Male,,,
50,16,55000,White,Male,,,
50,16,55000,White,Male,,,
48,16,55000,White,Male,,,
50,16,55000,White,Male,,,
45,16,55000,White,Female,,,
50,16,55000,White,Male,,,
50,16,55000,White,Male,,,
40,16,55400,Black,Male,,,
40,16,55800,White,Female,,,
45,16,55800,White,Male,,,
0,16,56000,White,Male,,,
60,16,56000,Black,Male,,,
40,16,56000,AsianPI,Female,,,
55,16,56000,White,Male,,,
45,16,56000,White,Female,,,
80,16,56000,White,Male,,,
55,16,56000,White,Male,,,
44,16,56000,White,Female,,,
80,16,56000,White,Female,,,
50,16,56000,White,Female,,,
50,16,56500,White,Male,,,
50,16,57000,White,Male,,,
0,16,57000,White,Male,,,
40,16,57000,White,Male,,,
50,16,57500,White,Male,,,
38,16,57782,White,Female,,,
40,16,57782,White,Female,,,
0,16,58000,White,Female,,,
50,16,58000,White,Female,,,
60,16,58000,White,Female,,,
37,16,58000,White,Male,,,
40,16,58000,White,Female,,,
38,16,58000,White,Female,,,
45,16,58000,White,Female,,,
45,16,58000,White,Male,,,
40,16,58000,White,Female,,,
40,16,58328,White,Male,,,
40,16,59089,White,Male,,,
40,16,59280,White,Male,,,
55,16,59925,White,Male,,,
60,16,60000,White,Male,,,
50,16,60000,White,Female,,,
50,16,60000,White,Male,,,
60,16,60000,White,Male,,,
45,16,60000,White,Female,,,
65,16,60000,White,Female,,,
40,16,60000,White,Male,,,
40,16,60000,White,Female,,,
60,16,60000,White,Male,,,
70,16,60000,White,Male,,,
43,16,60000,White,Male,,,
55,16,60000,White,Male,,,
50,16,60000,White,Female,,,
40,16,60000,White,Male,,,
40,16,60000,AsianPI,Female,,,
40,16,60000,AsianPI,Female,,,
40,16,60000,AsianPI,Male,,,
41,16,60000,White,Male,,,
0,16,60000,White,Male,,,
45,16,60000,White,Female,,,
70,16,60000,White,Female,,,
45,16,60000,White,Male,,,
45,16,60000,White,Male,,,
38,16,60000,White,Male,,,
50,16,60000,White,Male,,,
40,16,60000,White,Male,,,
0,16,60000,White,Male,,,
50,16,60000,White,Male,,,
40,16,60000,White,Female,,,
50,16,60000,White,Male,,,
45,16,60000,White,Male,,,
40,16,60000,White,Female,,,
40,16,60000,White,Male,,,
50,16,60000,White,Male,,,
45,16,60500,White,Male,,,
50,16,61000,White,Female,,,
50,16,61000,White,Female,,,
65,16,61000,White,Male,,,
50,16,61000,White,Male,,,
60,16,61601,White,Male,,,
55,16,62000,White,Male,,,
55,16,62000,White,Male,,,
40,16,62000,White,Female,,,
42,16,62000,White,Male,,,
52,16,62000,White,Male,,,
40,16,62000,White,Female,,,
40,16,62000,White,Male,,,
53,16,62000,White,Female,,,
40,16,62000,White,Male,,,
45,16,62000,White,Male,,,
52,16,62000,White,Male,,,
50,16,62000,White,Male,,,
44,16,62400,White,Female,,,
0,16,62400,Black,Female,,,
45,16,63000,White,Male,,,
50,16,63000,White,Female,,,
40,16,63000,White,Male,,,
55,16,63000,White,Male,,,
80,16,63000,White,Male,,,
0,16,63000,White,Male,,,
40,16,63360,White,Male,,,
50,16,63500,White,Female,,,
45,16,64000,White,Male,,,
44,16,64000,White,Female,,,
70,16,64000,White,Male,,,
50,16,64100,Black,Female,,,
43,16,64500,White,Male,,,
50,16,65000,White,Male,,,
55,16,65000,White,Male,,,
40,16,65000,White,Male,,,
60,16,65000,White,Male,,,
50,16,65000,White,Female,,,
40,16,65000,White,Male,,,
60,16,65000,White,Male,,,
55,16,65000,AsianPI,Female,,,
45,16,65000,White,Female,,,
55,16,65000,White,Male,,,
45,16,65000,White,Male,,,
40,16,65000,AsianPI,Female,,,
0,16,65000,White,Male,,,
50,16,65000,White,Male,,,
45,16,65000,White,Male,,,
50,16,65000,White,Male,,,
40,16,65000,AsianPI,Female,,,
40,16,65000,White,Male,,,
40,16,65000,White,Male,,,
60,16,65000,White,Male,,,
80,16,66000,White,Male,,,
40,16,66000,White,Male,,,
50,16,66000,White,Male,,,
50,16,66000,White,Male,,,
43,16,66300,White,Male,,,
45,16,67000,White,Female,,,
80,16,67000,Black,Male,,,
45,16,67000,White,Male,,,
40,16,68000,White,Male,,,
50,16,68000,White,Male,,,
40,16,68000,White,Male,,,
50,16,68000,White,Male,,,
40,16,68000,White,Male,,,
40,16,68000,White,Male,,,
45,16,68000,White,Female,,,
45,16,68240,White,Male,,,
45,16,69000,White,Female,,,
40,16,69000,White,Male,,,
40,16,70000,White,Male,,,
48,16,70000,White,Male,,,
40,16,70000,White,Male,,,
40,16,70000,White,Female,,,
40,16,70000,White,Male,,,
0,16,70000,White,Male,,,
60,16,70000,White,Male,,,
40,16,70000,White,Male,,,
40,16,70000,White,Male,,,
60,16,70000,Black,Male,,,
60,16,70000,White,Male,,,
40,16,70000,White,Female,,,
40,16,70000,White,Male,,,
50,16,70000,White,Male,,,
45,16,70000,White,Male,,,
40,16,70000,White,Male,,,
50,16,70000,White,Female,,,
40,16,70000,White,Female,,,
40,16,70000,White,Male,,,
50,16,70000,White,Male,,,
40,16,70000,AsianPI,Male,,,
95,16,70000,White,Female,,,
58,16,70000,White,Male,,,
40,16,72000,AsianPI,Male,,,
40,16,72000,White,Female,,,
50,16,72000,White,Male,,,
65,16,72000,White,Male,,,
40,16,72000,White,Female,,,
48,16,72000,White,Female,,,
50,16,73000,White,Male,,,
45,16,73000,White,Male,,,
80,16,73000,White,Male,,,
45,16,73000,White,Male,,,
40,16,74000,White,Male,,,
50,16,74726,White,Male,,,
60,16,75000,White,Male,,,
60,16,75000,White,Male,,,
50,16,75000,White,Male,,,
40,16,75000,White,Female,,,
40,16,75000,White,Male,,,
40,16,75000,White,Male,,,
40,16,75000,White,Male,,,
48,16,75000,White,Female,,,
50,16,75000,White,Male,,,
45,16,75000,AsianPI,Male,,,
40,16,75000,White,Male,,,
40,16,75000,AsianPI,Male,,,
50,16,75000,White,Male,,,
50,16,75000,White,Male,,,
50,16,75000,White,Female,,,
60,16,75000,White,Male,,,
70,16,75000,AsianPI,Male,,,
40,16,75000,White,Female,,,
0,16,75000,White,Male,,,
40,16,75000,White,Male,,,
40,16,75000,White,Female,,,
50,16,75000,White,Male,,,
65,16,75000,White,Male,,,
50,16,75000,White,Male,,,
40,16,75500,White,Male,,,
40,16,75540,White,Male,,,
45,16,76000,White,Female,,,
50,16,78000,White,Female,,,
50,16,78000,White,Male,,,
50,16,78000,White,Female,,,
40,16,78480,White,Male,,,
50,16,80000,White,Male,,,
45,16,80000,White,Male,,,
45,16,80000,White,Male,,,
40,16,80000,White,Male,,,
40,16,80000,White,Female,,,
0,16,80000,White,Female,,,
50,16,80000,White,Male,,,
55,16,80000,White,Male,,,
40,16,80000,White,Female,,,
0,16,80000,White,Male,,,
50,16,80000,White,Male,,,
40,16,80000,White,Male,,,
50,16,80000,White,Male,,,
50,16,80000,White,Male,,,
50,16,80000,White,Male,,,
70,16,81000,White,Male,,,
45,16,81000,White,Male,,,
42,16,81925,White,Male,,,
60,16,82000,White,Male,,,
40,16,82000,White,Female,,,
44,16,82000,White,Male,,,
55,16,82198,White,Male,,,
57,16,84000,White,Male,,,
50,16,84000,White,Male,,,
45,16,85000,White,Male,,,
40,16,85000,White,Male,,,
50,16,85000,White,Male,,,
50,16,85000,White,Male,,,
50,16,85000,White,Male,,,
40,16,85000,White,Male,,,
60,16,85000,White,Male,,,
50,16,85000,White,Male,,,
50,16,85000,White,Male,,,
50,16,85000,Black,Male,,,
45,16,85828,Black,Female,,,
0,16,86000,White,Male,,,
75,16,87000,White,Male,,,
40,16,87000,White,Male,,,
40,16,88000,White,Female,,,
50,16,88000,White,Male,,,
40,16,88500,White,Male,,,
48,16,88500,White,Male,,,
40,16,89000,White,Male,,,
59,16,89925,White,Male,,,
60,16,90000,White,Male,,,
50,16,90000,White,Male,,,
40,16,90000,White,Female,,,
50,16,90000,IndEsk,Male,,,
60,16,90000,White,Male,,,
65,16,90000,AsianPI,Male,,,
50,16,90000,Black,Male,,,
40,16,90000,White,Male,,,
40,16,90000,AsianPI,Male,,,
52,16,90000,White,Male,,,
60,16,90000,White,Male,,,
45,16,90406,White,Male,,,
36,16,90406,White,Male,,,
50,16,91000,White,Male,,,
0,16,91000,White,Male,,,
40,16,92000,White,Female,,,
50,16,92000,White,Male,,,
80,16,92000,White,Male,,,
40,16,92083,White,Female,,,
40,16,94000,White,Male,,,
40,16,94925,White,Male,,,
40,16,96000,White,Male,,,
40,16,96406,White,Male,,,
45,16,97000,White,Male,,,
60,16,97000,White,Male,,,
50,16,97006,White,Male,,,
40,16,98000,White,Female,,,
50,16,98600,White,Male,,,
55,16,99000,White,Male,,,
65,16,99925,White,Male,,,
60,16,100000,White,Female,,,
60,16,100000,White,Male,,,
45,16,100000,White,Male,,,
50,16,100000,White,Male,,,
70,16,100000,White,Male,,,
40,16,100000,White,Male,,,
55,16,100000,White,Male,,,
45,16,100000,White,Male,,,
50,16,100000,White,Male,,,
50,16,100000,White,Male,,,
40,16,100000,White,Male,,,
40,16,100000,White,Male,,,
40,16,100000,White,Male,,,
40,16,100000,White,Male,,,
40,16,100406,White,Male,,,
45,16,101740,White,Male,,,
53,16,102000,White,Male,,,
57,16,104000,White,Male,,,
50,16,105000,White,Male,,,
0,16,105000,White,Male,,,
59,16,105001,White,Male,,,
50,16,106280,White,Female,,,
55,16,110000,White,Male,,,
50,16,110000,White,Male,,,
45,16,110000,White,Male,,,
40,16,110000,White,Male,,,
40,16,115000,White,Male,,,
40,16,115000,White,Female,,,
55,16,115000,White,Male,,,
40,16,117000,White,Female,,,
50,16,120000,White,Male,,,
44,16,120000,White,Male,,,
50,16,120000,White,Male,,,
60,16,120000,White,Male,,,
50,16,120000,AsianPI,Female,,,
0,16,120000,White,Male,,,
60,16,122000,White,Male,,,
50,16,124925,White,Male,,,
60,16,125000,White,Male,,,
50,16,125000,White,Male,,,
70,16,130000,White,Male,,,
70,16,130000,White,Male,,,
60,16,130000,White,Male,,,
70,16,132000,White,Male,,,
40,16,134925,White,Male,,,
50,16,135000,White,Male,,,
55,16,135000,White,Male,,,
44,16,135000,White,Male,,,
45,16,135000,White,Female,,,
60,16,135000,White,Male,,,
40,16,137000,AsianPI,Male,,,
0,16,139925,White,Male,,,
40,16,140000,White,Male,,,
55,16,140000,White,Female,,,
40,16,144499,White,Male,,,
40,16,144499,White,Male,,,
43,16,145000,White,Male,,,
55,16,150000,White,Male,,,
58,16,150000,White,Male,,,
50,16,150000,White,Male,,,
40,16,150000,White,Male,,,
40,16,150000,White,Male,,,
50,16,150000,White,Male,,,
55,16,150000,White,Male,,,
50,16,159925,White,Male,,,
50,16,306731,White,Male,,,
70,16,306731,White,Male,,,
50,16,306731,White,Male,,,
55,16,306731,White,Male,,,
40,16,306731,White,Male,,,
60,16,306731,White,Male,,,
50,16,306731,AsianPI,Male,,,
50,16,306731,White,Male,,,
0,16,306731,White,Male,,,
70,16,306731,White,Male,,,
60,16,306731,White,Male,,,
40,16,306731,White,Male,,,
65,16,306731,White,Male,,,
70,16,313231,White,Male,,,
60,16,314731,White,Male,,,
50,16,348516,White,Male,,,
0,16,366656,White,Male,,,
40,14,800,White,Male,,,
35,14,3000,White,Female,,,
40,14,3000,White,Male,,,
40,14,3660,White,Female,,,
40,14,5000,Black,Female,,,
40,14,7000,White,Female,,,
35,14,7200,White,Female,,,
0,14,8000,Black,Female,,,
40,14,8160,White,Female,,,
40,14,9000,White,Male,,,
40,14,9412,White,Female,,,
40,14,9999,White,Male,,,
38,14,10125,White,Female,,,
35,14,11804,White,Female,,,
40,14,12000,White,Male,,,
40,14,12000,White,Female,,,
40,14,12000,White,Female,,,
35,14,12000,White,Female,,,
40,14,12000,White,Female,,,
46,14,12800,White,Female,,,
70,14,12800,Black,Male,,,
35,14,13339,White,Female,,,
40,14,13747,White,Female,,,
40,14,14160,White,Female,,,
46,14,15000,White,Female,,,
40,14,15433,White,Female,,,
40,14,15600,White,Male,,,
40,14,17000,AsianPI,Male,,,
35,14,17200,White,Female,,,
40,14,18000,White,Female,,,
35,14,18000,White,Female,,,
0,14,18000,AsianPI,Female,,,
35,14,18000,White,Female,,,
