UsualHoursWorked,EducationYrs, YearlyEarnings ,Race,Sex,,,"Note: data is a sample of 6050 full-time workers in five North-Central States, March 1999"
37,14,18000,Black,Male,,,
40,14,18720,Black,Female,,,
40,14,19000,White,Male,,,
45,14,19600,White,Female,,,
40,14,20000,White,Female,,,
40,14,20000,White,Female,,,
40,14,20000,White,Female,,,
40,14,20000,White,Female,,,
40,14,20000,White,Female,,,
40,14,20000,White,Male,,,
40,14,20800,White,Female,,,
40,14,21000,White,Female,,,
70,14,21000,IndEsk,Female,,,
40,14,21200,White,Male,,,
40,14,21793,White,Female,,,
40,14,21840,White,Female,,,
40,14,22000,White,Female,,,
40,14,22000,White,Female,,,
40,14,22000,White,Female,,,
40,14,23000,White,Female,,,
40,14,23000,White,Female,,,
40,14,23000,Black,Female,,,
45,14,23000,White,Male,,,
40,14,23000,White,Female,,,
45,14,23933,White,Female,,,
38,14,24000,White,Female,,,
40,14,24000,White,Male,,,
40,14,24000,AsianPI,Female,,,
40,14,25000,Black,Male,,,
50,14,25000,Black,Female,,,
0,14,25000,White,Male,,,
48,14,25000,White,Female,,,
40,14,25000,White,Female,,,
50,14,25300,White,Female,,,
40,14,25330,White,Female,,,
50,14,26000,White,Female,,,
50,14,26000,White,Male,,,
40,14,26000,White,Male,,,
53,14,26319,White,Male,,,
35,14,27000,White,Female,,,
46,14,27000,White,Male,,,
50,14,27000,White,Female,,,
40,14,27000,White,Female,,,
40,14,27500,Black,Male,,,
40,14,28000,White,Male,,,
40,14,28000,White,Female,,,
40,14,28000,White,Female,,,
45,14,29000,White,Male,,,
40,14,29236,White,Female,,,
0,14,29932,White,Female,,,
40,14,30000,White,Female,,,
40,14,30000,White,Female,,,
40,14,30000,White,Female,,,
40,14,30000,White,Female,,,
40,14,30000,White,Male,,,
40,14,30000,White,Female,,,
45,14,30000,White,Male,,,
35,14,30000,White,Male,,,
0,14,30000,White,Male,,,
60,14,30000,White,Male,,,
36,14,30400,White,Female,,,
50,14,30500,White,Male,,,
40,14,31000,Black,Female,,,
50,14,31200,White,Male,,,
38,14,31535,White,Female,,,
40,14,32000,White,Male,,,
45,14,32000,Black,Female,,,
40,14,32000,White,Male,,,
40,14,32000,White,Female,,,
40,14,32000,White,Male,,,
40,14,32000,White,Female,,,
40,14,32000,White,Female,,,
40,14,32000,Black,Male,,,
45,14,32900,AsianPI,Female,,,
40,14,32900,White,Female,,,
47,14,33000,White,Male,,,
50,14,33000,White,Male,,,
60,14,33500,White,Male,,,
35,14,34000,White,Female,,,
40,14,34000,White,Female,,,
40,14,34000,White,Female,,,
40,14,34060,White,Female,,,
40,14,34500,White,Male,,,
45,14,34892,Black,Female,,,
38,14,35000,White,Male,,,
45,14,35000,White,Male,,,
40,14,35000,White,Female,,,
40,14,35000,Black,Female,,,
40,14,35000,White,Female,,,
40,14,35000,White,Male,,,
48,14,35200,White,Male,,,
40,14,36500,White,Male,,,
50,14,37000,White,Male,,,
40,14,37700,White,Male,,,
40,14,38000,Black,Female,,,
40,14,38000,White,Female,,,
38,14,38480,White,Female,,,
38,14,39000,White,Female,,,
48,14,40000,White,Female,,,
40,14,40000,Black,Male,,,
40,14,40000,White,Male,,,
45,14,40000,White,Male,,,
40,14,40000,Black,Female,,,
40,14,40000,White,Female,,,
40,14,40000,White,Female,,,
60,14,40000,White,Male,,,
36,14,40000,White,Male,,,
40,14,40000,Black,Female,,,
40,14,40000,White,Female,,,
50,14,41000,White,Male,,,
40,14,41000,White,Female,,,
65,14,41000,White,Male,,,
40,14,42000,White,Female,,,
40,14,42000,White,Male,,,
50,14,42000,White,Male,,,
45,14,42486,White,Male,,,
40,14,43680,White,Female,,,
35,14,43700,White,Female,,,
40,14,43700,White,Female,,,
40,14,43700,White,Female,,,
50,14,44000,White,Male,,,
55,14,44000,White,Male,,,
40,14,44000,White,Male,,,
40,14,44000,IndEsk,Male,,,
50,14,44000,White,Male,,,
40,14,44085,White,Male,,,
45,14,44460,White,Male,,,
50,14,45000,White,Male,,,
55,14,45000,White,Female,,,
60,14,45000,White,Male,,,
40,14,45000,White,Male,,,
49,14,45100,White,Male,,,
37,14,47000,White,Male,,,
56,14,47000,White,Male,,,
60,14,47000,White,Male,,,
50,14,48000,White,Male,,,
45,14,48000,White,Male,,,
50,14,49000,White,Male,,,
47,14,50000,White,Female,,,
50,14,50000,White,Male,,,
40,14,50000,IndEsk,Male,,,
45,14,50000,White,Male,,,
45,14,50000,White,Male,,,
55,14,50000,White,Female,,,
45,14,50700,White,Male,,,
40,14,51000,White,Male,,,
40,14,51219,White,Female,,,
50,14,51500,White,Male,,,
40,14,52000,White,Female,,,
45,14,52300,White,Male,,,
40,14,53000,White,Male,,,
40,14,55000,White,Male,,,
144,14,55000,White,Male,,,
40,14,55000,IndEsk,Male,,,
52,14,56000,White,Male,,,
50,14,57000,White,Male,,,
40,14,58000,White,Female,,,
40,14,58000,White,Female,,,
53,14,59000,White,Male,,,
40,14,60000,Black,Male,,,
40,14,60000,White,Male,,,
40,14,60000,White,Male,,,
70,14,60000,White,Male,,,
40,14,61000,White,Male,,,
50,14,64944,White,Male,,,
50,14,65000,White,Male,,,
40,14,65000,White,Male,,,
45,14,65000,White,Male,,,
40,14,67000,White,Male,,,
50,14,68000,White,Male,,,
40,14,68000,White,Female,,,
40,14,68000,White,Female,,,
53,14,72000,White,Male,,,
40,14,75237,White,Female,,,
45,14,75814,White,Male,,,
40,14,84000,White,Male,,,
60,14,100000,White,Male,,,
50,14,112800,White,Male,,,
60,14,149925,White,Male,,,
50,14,390510,White,Female,,,
45,13,400,Black,Female,,,
40,13,500,White,Male,,,
50,13,500,White,Male,,,
0,13,700,White,Male,,,
40,13,856,Black,Male,,,
50,13,1000,White,Female,,,
40,13,1120,Black,Female,,,
40,13,1950,White,Female,,,
40,13,2000,White,Male,,,
40,13,2300,Black,Female,,,
58,13,2343,White,Female,,,
45,13,2445,White,Female,,,
38,13,2800,White,Female,,,
40,13,2862,Black,Female,,,
40,13,3000,Black,Male,,,
45,13,3000,White,Male,,,
40,13,3000,White,Male,,,
40,13,3376,Black,Female,,,
40,13,3600,White,Female,,,
40,13,3600,White,Female,,,
40,13,3800,White,Male,,,
45,13,4000,White,Male,,,
35,13,4000,White,Female,,,
40,13,4000,White,Male,,,
40,13,4000,Black,Male,,,
40,13,4316,White,Male,,,
35,13,4900,White,Male,,,
40,13,5000,White,Male,,,
50,13,5000,Black,Female,,,
0,13,5000,White,Female,,,
47,13,5000,White,Female,,,
46,13,5029,White,Female,,,
35,13,5100,AsianPI,Female,,,
40,13,5200,AsianPI,Male,,,
40,13,5500,Black,Male,,,
45,13,6000,White,Male,,,
35,13,6000,White,Female,,,
0,13,6000,White,Male,,,
40,13,6000,White,Female,,,
40,13,6000,Black,Male,,,
40,13,6000,White,Male,,,
40,13,6000,Black,Female,,,
35,13,6006,White,Female,,,
38,13,6344,White,Female,,,
40,13,6470,White,Female,,,
40,13,6800,Black,Female,,,
35,13,7000,White,Female,,,
46,13,7000,White,Female,,,
52,13,7000,White,Female,,,
35,13,7000,White,Male,,,
40,13,7000,White,Female,,,
40,13,7000,White,Female,,,
0,13,7435,White,Female,,,
45,13,7500,White,Female,,,
50,13,7500,White,Male,,,
35,13,7500,White,Female,,,
35,13,7612,Black,Male,,,
40,13,8000,Black,Male,,,
40,13,8000,White,Male,,,
38,13,8000,White,Female,,,
40,13,8000,White,Male,,,
40,13,8000,White,Female,,,
40,13,8000,White,Male,,,
55,13,8000,White,Female,,,
0,13,8000,White,Female,,,
40,13,8000,White,Female,,,
40,13,8320,White,Male,,,
40,13,8500,White,Female,,,
40,13,8593,White,Female,,,
40,13,8700,White,Female,,,
40,13,8700,White,Female,,,
45,13,8840,White,Female,,,
40,13,9000,White,Female,,,
40,13,9000,Black,Female,,,
60,13,9000,White,Female,,,
35,13,9000,White,Female,,,
40,13,9000,White,Female,,,
40,13,9200,Black,Female,,,
40,13,9520,White,Male,,,
40,13,9600,Black,Female,,,
0,13,9650,White,Male,,,
48,13,9680,White,Male,,,
36,13,9797,White,Female,,,
40,13,9800,IndEsk,Female,,,
40,13,9840,White,Female,,,
43,13,9874,White,Female,,,
50,13,10000,White,Female,,,
40,13,10000,White,Male,,,
40,13,10000,White,Female,,,
40,13,10000,White,Male,,,
40,13,10000,White,Female,,,
40,13,10000,White,Female,,,
40,13,10000,Black,Female,,,
35,13,10000,White,Male,,,
35,13,10000,White,Female,,,
40,13,10000,Black,Female,,,
52,13,10000,Black,Male,,,
0,13,10000,White,Female,,,
46,13,10334,White,Female,,,
40,13,10400,White,Female,,,
40,13,10400,White,Female,,,
40,13,10400,White,Male,,,
40,13,10452,White,Female,,,
0,13,10500,White,Female,,,
35,13,11000,White,Female,,,
40,13,11000,Black,Female,,,
38,13,11000,White,Female,,,
40,13,11000,White,Female,,,
40,13,11000,White,Female,,,
40,13,11000,White,Male,,,
0,13,11000,White,Female,,,
80,13,11000,White,Female,,,
40,13,11000,White,Male,,,
40,13,11000,White,Female,,,
40,13,11000,White,Female,,,
40,13,11000,White,Female,,,
40,13,11000,White,Female,,,
36,13,11000,White,Male,,,
40,13,11200,White,Female,,,
36,13,11500,White,Female,,,
60,13,11580,White,Female,,,
40,13,11700,White,Male,,,
40,13,11706,White,Male,,,
40,13,11804,White,Female,,,
35,13,12000,White,Female,,,
48,13,12000,White,Male,,,
44,13,12000,White,Female,,,
0,13,12000,White,Female,,,
35,13,12000,White,Female,,,
38,13,12000,White,Male,,,
35,13,12000,White,Female,,,
40,13,12000,White,Female,,,
40,13,12000,White,Female,,,
35,13,12000,Black,Female,,,
40,13,12000,White,Male,,,
37,13,12000,White,Male,,,
40,13,12000,White,Female,,,
45,13,12000,White,Male,,,
40,13,12000,White,Female,,,
50,13,12050,White,Male,,,
40,13,12290,White,Male,,,
38,13,12298,White,Female,,,
38,13,12300,White,Female,,,
35,13,12480,White,Female,,,
36,13,12500,White,Female,,,
40,13,12500,White,Male,,,
40,13,12500,White,Female,,,
45,13,12500,White,Male,,,
50,13,12680,White,Male,,,
49,13,12835,White,Male,,,
40,13,12900,White,Female,,,
40,13,13000,White,Male,,,
40,13,13000,White,Male,,,
35,13,13000,White,Female,,,
40,13,13000,White,Female,,,
40,13,13000,White,Female,,,
40,13,13000,Black,Male,,,
55,13,13000,White,Female,,,
40,13,13000,White,Male,,,
45,13,13000,White,Female,,,
50,13,13000,White,Female,,,
40,13,13000,White,Male,,,
36,13,13000,White,Female,,,
52,13,13000,White,Female,,,
35,13,13000,White,Female,,,
35,13,13000,White,Female,,,
40,13,13007,White,Male,,,
0,13,13100,White,Female,,,
0,13,13500,White,Female,,,
50,13,13500,White,Female,,,
40,13,13500,White,Male,,,
40,13,13500,White,Male,,,
40,13,13520,Black,Female,,,
40,13,13780,White,Female,,,
35,13,14000,White,Female,,,
40,13,14000,Black,Female,,,
40,13,14000,White,Female,,,
40,13,14000,White,Female,,,
40,13,14000,White,Female,,,
45,13,14000,White,Male,,,
45,13,14000,White,Male,,,
40,13,14000,Black,Male,,,
35,13,14000,Black,Female,,,
40,13,14000,White,Female,,,
40,13,14000,White,Female,,,
40,13,14240,White,Female,,,
40,13,14400,Black,Female,,,
40,13,14560,Black,Male,,,
40,13,14750,White,Male,,,
40,13,15000,White,Male,,,
40,13,15000,White,Male,,,
40,13,15000,White,Female,,,
40,13,15000,Black,Female,,,
38,13,15000,White,Female,,,
39,13,15000,White,Female,,,
40,13,15000,White,Female,,,
40,13,15000,Black,Female,,,
35,13,15000,AsianPI,Male,,,
40,13,15000,White,Female,,,
40,13,15000,White,Female,,,
40,13,15000,Black,Female,,,
45,13,15000,White,Female,,,
65,13,15000,White,Female,,,
40,13,15000,White,Male,,,
72,13,15000,White,Male,,,
45,13,15000,White,Female,,,
40,13,15000,White,Male,,,
40,13,15000,White,Male,,,
75,13,15000,White,Male,,,
40,13,15048,Black,Female,,,
40,13,15125,AsianPI,Male,,,
40,13,15360,White,Female,,,
35,13,15400,White,Female,,,
35,13,15400,Black,Female,,,
40,13,15400,Black,Female,,,
40,13,15500,White,Female,,,
40,13,15525,White,Male,,,
40,13,15600,White,Female,,,
0,13,15600,Black,Female,,,
40,13,15641,White,Male,,,
40,13,15700,White,Male,,,
40,13,15726,AsianPI,Male,,,
40,13,15726,White,Male,,,
40,13,15779,White,Female,,,
40,13,15800,IndEsk,Female,,,
52,13,15882,White,Female,,,
40,13,15950,White,Female,,,
38,13,16000,Black,Female,,,
40,13,16000,White,Male,,,
40,13,16000,White,Female,,,
40,13,16000,White,Male,,,
50,13,16000,White,Male,,,
40,13,16000,White,Female,,,
40,13,16000,White,Female,,,
40,13,16000,White,Female,,,
50,13,16000,White,Female,,,
40,13,16000,Black,Female,,,
40,13,16120,White,Female,,,
40,13,16281,White,Female,,,
35,13,16400,White,Female,,,
55,13,16400,White,Male,,,
40,13,16500,White,Female,,,
40,13,16598,Black,Male,,,
40,13,16640,White,Female,,,
40,13,16804,White,Female,,,
40,13,16850,White,Female,,,
40,13,16900,White,Male,,,
40,13,17000,White,Female,,,
40,13,17000,White,Female,,,
50,13,17000,White,Male,,,
40,13,17000,White,Female,,,
45,13,17000,White,Male,,,
55,13,17000,White,Female,,,
40,13,17000,White,Female,,,
35,13,17000,White,Female,,,
0,13,17000,White,Male,,,
40,13,17000,White,Female,,,
40,13,17000,White,Female,,,
37,13,17000,Black,Female,,,
40,13,17000,White,Male,,,
40,13,17000,White,Male,,,
40,13,17000,Black,Male,,,
40,13,17000,White,Female,,,
40,13,17000,White,Female,,,
42,13,17000,White,Male,,,
42,13,17000,White,Female,,,
40,13,17000,White,Female,,,
40,13,17000,Black,Male,,,
40,13,17000,Black,Male,,,
49,13,17100,White,Female,,,
40,13,17500,White,Female,,,
50,13,17500,White,Male,,,
40,13,17506,White,Female,,,
40,13,17601,White,Male,,,
40,13,17738,White,Female,,,
45,13,17888,White,Male,,,
40,13,17920,White,Male,,,
45,13,18000,White,Female,,,
40,13,18000,Black,Female,,,
40,13,18000,White,Female,,,
80,13,18000,White,Male,,,
40,13,18000,White,Male,,,
38,13,18000,White,Female,,,
41,13,18000,White,Male,,,
40,13,18000,White,Female,,,
40,13,18000,White,Male,,,
60,13,18000,White,Male,,,
40,13,18000,White,Male,,,
40,13,18000,White,Male,,,
35,13,18000,White,Female,,,
60,13,18000,White,Female,,,
40,13,18000,White,Male,,,
0,13,18000,White,Male,,,
35,13,18000,White,Female,,,
48,13,18000,White,Male,,,
40,13,18000,Black,Male,,,
40,13,18000,White,Male,,,
45,13,18000,Black,Female,,,
0,13,18000,IndEsk,Male,,,
40,13,18000,White,Male,,,
40,13,18000,White,Male,,,
40,13,18000,White,Female,,,
51,13,18024,White,Female,,,
60,13,18200,White,Male,,,
35,13,18200,White,Male,,,
40,13,18200,White,Female,,,
60,13,18200,White,Male,,,
0,13,18200,IndEsk,Female,,,
40,13,18240,White,Male,,,
40,13,18396,White,Female,,,
40,13,18500,Black,Female,,,
55,13,18500,Black,Male,,,
40,13,18500,Black,Female,,,
0,13,18560,White,Female,,,
40,13,18630,White,Female,,,
40,13,18720,White,Female,,,
40,13,18720,White,Male,,,
40,13,18765,White,Female,,,
40,13,18800,White,Female,,,
40,13,18867,White,Female,,,
37,13,18888,White,Female,,,
40,13,19000,White,Female,,,
40,13,19000,White,Male,,,
40,13,19000,White,Female,,,
40,13,19000,White,Female,,,
40,13,19000,White,Female,,,
40,13,19000,White,Female,,,
40,13,19000,White,Female,,,
40,13,19000,White,Male,,,
40,13,19000,White,Female,,,
40,13,19000,White,Female,,,
40,13,19000,Black,Female,,,
40,13,19000,White,Male,,,
50,13,19000,White,Female,,,
40,13,19136,White,Female,,,
40,13,19200,White,Male,,,
40,13,19240,Black,Female,,,
40,13,19260,White,Female,,,
35,13,19294,White,Male,,,
45,13,19350,White,Female,,,
40,13,19500,White,Male,,,
45,13,19500,White,Male,,,
40,13,19698,White,Female,,,
40,13,19708,Black,Female,,,
40,13,19760,Black,Male,,,
40,13,19760,Black,Female,,,
50,13,19800,White,Male,,,
0,13,19900,White,Female,,,
48,13,20000,White,Female,,,
40,13,20000,White,Male,,,
40,13,20000,White,Female,,,
0,13,20000,White,Female,,,
40,13,20000,White,Male,,,
0,13,20000,White,Female,,,
40,13,20000,White,Male,,,
40,13,20000,White,Male,,,
40,13,20000,White,Male,,,
40,13,20000,White,Female,,,
40,13,20000,White,Male,,,
40,13,20000,White,Female,,,
40,13,20000,White,Female,,,
42,13,20000,White,Male,,,
40,13,20000,White,Female,,,
55,13,20000,White,Male,,,
40,13,20000,White,Female,,,
45,13,20000,Black,Male,,,
40,13,20000,Black,Female,,,
50,13,20000,White,Male,,,
40,13,20000,White,Male,,,
40,13,20000,White,Male,,,
40,13,20000,Black,Female,,,
40,13,20000,White,Female,,,
40,13,20000,AsianPI,Male,,,
0,13,20000,White,Male,,,
35,13,20000,White,Female,,,
65,13,20000,Black,Male,,,
40,13,20000,White,Female,,,
40,13,20000,White,Female,,,
50,13,20000,White,Male,,,
40,13,20000,White,Female,,,
40,13,20000,White,Female,,,
40,13,20000,White,Male,,,
40,13,20000,White,Male,,,
40,13,20000,Black,Female,,,
45,13,20000,White,Female,,,
37,13,20000,White,Female,,,
50,13,20000,White,Male,,,
54,13,20000,White,Female,,,
40,13,20000,White,Male,,,
40,13,20000,White,Female,,,
40,13,20000,White,Female,,,
40,13,20000,White,Female,,,
40,13,20000,White,Male,,,
40,13,20000,White,Female,,,
48,13,20052,White,Female,,,
52,13,20155,White,Female,,,
35,13,20400,Black,Male,,,
0,13,20500,White,Female,,,
40,13,20600,Black,Male,,,
40,13,20600,White,Male,,,
49,13,20616,White,Female,,,
40,13,20722,White,Female,,,
39,13,20722,White,Female,,,
60,13,20733,Black,Female,,,
40,13,20800,White,Female,,,
40,13,21000,White,Male,,,
40,13,21000,Black,Female,,,
40,13,21000,Black,Male,,,
40,13,21000,White,Female,,,
45,13,21000,White,Female,,,
40,13,21000,White,Male,,,
40,13,21000,White,Female,,,
40,13,21000,White,Male,,,
40,13,21000,White,Female,,,
40,13,21000,Black,Female,,,
40,13,21000,White,Female,,,
60,13,21000,White,Male,,,
40,13,21000,White,Female,,,
40,13,21000,White,Female,,,
40,13,21000,White,Female,,,
40,13,21375,Black,Male,,,
60,13,21526,White,Female,,,
40,13,21700,White,Female,,,
36,13,21800,White,Female,,,
40,13,21840,White,Male,,,
45,13,22000,Black,Male,,,
43,13,22000,White,Male,,,
40,13,22000,White,Male,,,
40,13,22000,White,Female,,,
0,13,22000,White,Male,,,
65,13,22000,White,Female,,,
40,13,22000,IndEsk,Male,,,
40,13,22000,White,Male,,,
40,13,22000,White,Female,,,
40,13,22000,Black,Female,,,
50,13,22000,White,Female,,,
40,13,22000,White,Female,,,
45,13,22000,Black,Male,,,
40,13,22000,White,Female,,,
40,13,22000,White,Female,,,
40,13,22000,White,Female,,,
57,13,22000,White,Female,,,
40,13,22000,White,Male,,,
40,13,22000,White,Male,,,
40,13,22000,White,Female,,,
40,13,22000,White,Female,,,
40,13,22000,White,Male,,,
40,13,22000,White,Male,,,
40,13,22000,White,Female,,,
40,13,22000,White,Male,,,
40,13,22000,White,Female,,,
38,13,22000,AsianPI,Male,,,
40,13,22000,White,Female,,,
60,13,22080,White,Female,,,
40,13,22100,Black,Female,,,
0,13,22200,White,Male,,,
42,13,22500,White,Female,,,
40,13,22500,White,Female,,,
0,13,22750,White,Female,,,
44,13,22900,White,Female,,,
45,13,22999,White,Female,,,
40,13,23000,White,Female,,,
55,13,23000,White,Male,,,
50,13,23000,White,Female,,,
40,13,23000,White,Female,,,
38,13,23000,Black,Female,,,
45,13,23000,White,Male,,,
40,13,23000,White,Female,,,
40,13,23000,White,Female,,,
40,13,23000,White,Male,,,
40,13,23000,White,Male,,,
40,13,23000,Black,Female,,,
40,13,23000,White,Female,,,
36,13,23000,White,Male,,,
40,13,23000,White,Female,,,
40,13,23000,White,Female,,,
40,13,23000,White,Female,,,
40,13,23000,White,Male,,,
40,13,23000,White,Female,,,
40,13,23000,Black,Female,,,
40,13,23000,White,Male,,,
40,13,23000,White,Male,,,
40,13,23000,White,Male,,,
42,13,23147,White,Female,,,
40,13,23300,Black,Male,,,
60,13,23400,White,Male,,,
55,13,23500,White,Male,,,
40,13,23500,White,Female,,,
40,13,23500,White,Female,,,
0,13,23600,White,Male,,,
48,13,23637,White,Male,,,
40,13,23800,Black,Female,,,
49,13,23900,White,Female,,,
40,13,23933,White,Female,,,
40,13,24000,White,Male,,,
40,13,24000,Black,Female,,,
55,13,24000,White,Male,,,
40,13,24000,White,Female,,,
56,13,24000,White,Male,,,
0,13,24000,White,Male,,,
43,13,24000,White,Female,,,
48,13,24000,White,Female,,,
40,13,24000,White,Male,,,
37,13,24000,Black,Female,,,
40,13,24000,White,Male,,,
40,13,24000,White,Female,,,
40,13,24000,White,Female,,,
40,13,24000,Black,Female,,,
0,13,24000,Black,Female,,,
40,13,24000,Black,Female,,,
40,13,24000,Black,Female,,,
40,13,24000,White,Male,,,
40,13,24000,White,Female,,,
45,13,24000,White,Female,,,
40,13,24000,White,Female,,,
40,13,24000,White,Female,,,
60,13,24000,White,Female,,,
40,13,24000,White,Male,,,
0,13,24000,White,Female,,,
45,13,24000,Black,Male,,,
44,13,24000,White,Female,,,
56,13,24000,White,Male,,,
45,13,24000,White,Male,,,
37,13,24138,White,Female,,,
38,13,24500,AsianPI,Female,,,
60,13,24500,Black,Male,,,
43,13,24500,White,Female,,,
40,13,24500,Black,Female,,,
50,13,24500,White,Male,,,
40,13,24800,White,Female,,,
40,13,24889,White,Female,,,
40,13,24960,White,Male,,,
40,13,25000,White,Male,,,
40,13,25000,White,Female,,,
40,13,25000,White,Male,,,
0,13,25000,Black,Female,,,
40,13,25000,Black,Female,,,
35,13,25000,White,Male,,,
36,13,25000,White,Female,,,
36,13,25000,White,Male,,,
50,13,25000,White,Male,,,
45,13,25000,White,Female,,,
45,13,25000,White,Female,,,
40,13,25000,Black,Female,,,
38,13,25000,White,Female,,,
40,13,25000,White,Female,,,
55,13,25000,White,Female,,,
40,13,25000,White,Female,,,
40,13,25000,White,Female,,,
40,13,25000,Black,Female,,,
40,13,25000,Black,Male,,,
40,13,25000,White,Female,,,
40,13,25000,White,Female,,,
45,13,25000,White,Female,,,
40,13,25000,White,Male,,,
40,13,25000,White,Male,,,
40,13,25000,White,Female,,,
40,13,25000,Black,Male,,,
40,13,25000,White,Female,,,
40,13,25000,White,Female,,,
40,13,25000,White,Female,,,
60,13,25000,White,Male,,,
40,13,25000,White,Male,,,
36,13,25236,White,Female,,,
40,13,25400,White,Male,,,
48,13,25640,White,Female,,,
38,13,25650,White,Female,,,
43,13,25650,White,Male,,,
40,13,25992,White,Male,,,
40,13,26000,White,Female,,,
40,13,26000,White,Male,,,
36,13,26000,White,Female,,,
50,13,26000,Black,Male,,,
0,13,26000,White,Female,,,
42,13,26000,White,Male,,,
40,13,26000,Black,Female,,,
50,13,26000,White,Male,,,
40,13,26000,White,Female,,,
45,13,26000,White,Female,,,
40,13,26000,White,Female,,,
60,13,26000,White,Female,,,
0,13,26000,White,Male,,,
47,13,26000,Black,Female,,,
45,13,26000,White,Female,,,
40,13,26000,White,Male,,,
0,13,26319,White,Male,,,
40,13,26400,White,Male,,,
40,13,26400,White,Male,,,
45,13,26775,White,Female,,,
40,13,26776,Black,Male,,,
40,13,26900,White,Female,,,
40,13,27000,White,Male,,,
0,13,27000,White,Male,,,
40,13,27000,White,Male,,,
60,13,27000,White,Male,,,
40,13,27000,White,Female,,,
40,13,27000,White,Female,,,
40,13,27000,Black,Male,,,
40,13,27000,White,Male,,,
50,13,27000,White,Male,,,
42,13,27000,White,Male,,,
40,13,27000,White,Female,,,
40,13,27000,Black,Female,,,
35,13,27000,White,Female,,,
56,13,27000,White,Female,,,
50,13,27000,White,Female,,,
40,13,27000,White,Male,,,
40,13,27000,White,Female,,,
40,13,27000,White,Female,,,
36,13,27000,White,Female,,,
44,13,27000,White,Male,,,
40,13,27000,White,Female,,,
40,13,27300,White,Male,,,
40,13,27500,Black,Female,,,
75,13,27568,White,Male,,,
48,13,27676,White,Male,,,
40,13,28000,White,Female,,,
55,13,28000,Black,Male,,,
40,13,28000,White,Male,,,
55,13,28000,Black,Male,,,
40,13,28000,White,Female,,,
50,13,28000,White,Male,,,
45,13,28000,Black,Male,,,
40,13,28000,White,Female,,,
40,13,28000,White,Male,,,
48,13,28000,White,Male,,,
40,13,28000,White,Male,,,
42,13,28000,White,Female,,,
0,13,28000,White,Male,,,
40,13,28000,White,Male,,,
58,13,28000,White,Male,,,
40,13,28000,White,Female,,,
45,13,28000,White,Female,,,
40,13,28000,AsianPI,Male,,,
50,13,28000,White,Female,,,
40,13,28000,White,Female,,,
40,13,28000,Black,Female,,,
40,13,28000,White,Male,,,
40,13,28000,White,Female,,,
40,13,28000,White,Female,,,
45,13,28000,White,Male,,,
40,13,28000,White,Female,,,
40,13,28000,Black,Male,,,
40,13,28000,White,Female,,,
40,13,28500,White,Female,,,
49,13,28500,White,Female,,,
40,13,28580,White,Female,,,
40,13,28600,White,Male,,,
40,13,28600,Black,Female,,,
40,13,28692,White,Male,,,
40,13,28700,White,Male,,,
40,13,28700,White,Male,,,
40,13,28750,White,Male,,,
50,13,28756,White,Female,,,
0,13,28756,White,Female,,,
80,13,28800,White,Male,,,
55,13,28998,White,Male,,,
0,13,29000,White,Female,,,
55,13,29000,White,Female,,,
40,13,29000,IndEsk,Female,,,
40,13,29000,White,Male,,,
40,13,29000,White,Male,,,
40,13,29000,White,Female,,,
44,13,29000,White,Male,,,
40,13,29000,White,Female,,,
55,13,29000,White,Male,,,
40,13,29000,White,Male,,,
40,13,29000,Black,Female,,,
40,13,29000,Black,Female,,,
35,13,29000,White,Male,,,
45,13,29000,White,Female,,,
40,13,29000,White,Female,,,
45,13,29000,White,Female,,,
0,13,29000,White,Female,,,
40,13,29000,White,Male,,,
40,13,29000,White,Male,,,
40,13,29000,White,Male,,,
40,13,29120,White,Male,,,
40,13,29120,White,Male,,,
50,13,29380,White,Male,,,
45,13,29500,White,Male,,,
40,13,29500,White,Male,,,
40,13,29500,White,Male,,,
40,13,29500,White,Female,,,
40,13,29500,White,Female,,,
40,13,29600,White,Female,,,
0,13,29690,White,Female,,,
45,13,29800,White,Female,,,
40,13,29963,White,Female,,,
40,13,29963,White,Female,,,
40,13,29963,White,Female,,,
40,13,30000,White,Male,,,
40,13,30000,White,Female,,,
40,13,30000,AsianPI,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
60,13,30000,White,Female,,,
40,13,30000,White,Female,,,
40,13,30000,White,Female,,,
50,13,30000,White,Male,,,
40,13,30000,White,Female,,,
50,13,30000,White,Male,,,
40,13,30000,Black,Male,,,
0,13,30000,White,Male,,,
48,13,30000,White,Female,,,
40,13,30000,White,Female,,,
40,13,30000,Black,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
0,13,30000,White,Female,,,
40,13,30000,White,Female,,,
40,13,30000,White,Female,,,
60,13,30000,AsianPI,Male,,,
40,13,30000,White,Female,,,
40,13,30000,White,Female,,,
56,13,30000,Black,Male,,,
40,13,30000,White,Female,,,
40,13,30000,White,Male,,,
50,13,30000,White,Male,,,
50,13,30000,White,Female,,,
40,13,30000,Black,Female,,,
40,13,30000,Black,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
50,13,30000,White,Male,,,
40,13,30000,White,Male,,,
65,13,30000,White,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
50,13,30000,Black,Male,,,
40,13,30000,White,Female,,,
0,13,30000,White,Male,,,
48,13,30000,White,Female,,,
